item,weight,year,month,value,date
Index of Steel,NA,2022,11,175.5,2022-11-01
Index of Steel,NA,2022,12,190.9,2022-12-01
Index of Steel,NA,2023,1,199.5,2023-01-01
Index of Steel,NA,2023,2,185.4,2023-02-01
Index of Steel,NA,2023,3,204.4,2023-03-01
Index of Steel,NA,2023,4,191.2,2023-04-01
Index of Steel,NA,2023,5,192.5,2023-05-01
Index of Steel,NA,2023,6,191.9,2023-06-01
Index of Steel,NA,2023,7,191.7,2023-07-01
Index of Steel,NA,2023,8,198.4,2023-08-01
Index of Steel,NA,2023,9,198.4,2023-09-01
Index of Steel,NA,2023,10,201.4,2023-10-01
Index of Steel,NA,2023,11,192.6,2023-11-01
Index of Steel,NA,2023,12,206.7,2023-12-01
Index of Steel,NA,2024,1,217.8,2024-01-01
Index of Steel,NA,2024,2,202.9,2024-02-01
Index of Steel,NA,2024,3,219.8,2024-03-01
Index of Steel,NA,2024,4,210.0,2024-04-01
Index of Steel,NA,2024,5,205.5,2024-05-01
Index of Steel,NA,2024,6,204.8,2024-06-01
Index of Steel,NA,2024,7,205.5,2024-07-01
